## type:chaos
## dim:500.0, 300.0
0.0	0.0	153.0
152.857634848	-300.0	27.0
428.551462899	241.079603236	-133.950276047
-132.726853281	-300.0	-46.0497239525
-536.437597497	89.1824127278	80.6377022248
420.364355618	246.933161675	168.567510051
502.926203242	-161.332996357	-103.502682122
-74.5443455384	-300.0	-76.4973178778
-468.702453792	-205.351495503	-9.89606102695
-525.316889101	119.166314769	56.7051958239
-249.969501942	300.0	123.294804176
486.963617567	-183.978922568	-47.6431634222
-43.8634772344	300.0	-132.356836578
-518.86661673	-133.081713275	79.6885025575
543.882926987	60.2729228232	-102.868829249
-492.575150258	-176.514295391	30.7844253671
-208.691151316	300.0	149.215574633
148.759613568	-300.0	30.7844253671
456.903105861	217.235137086	-123.575330163
-312.43119589	-293.432012193	-32.402141642
-542.092249216	68.4260034469	58.7710468793
-160.153840339	300.0	121.228953121
526.522819318	-116.34057932	-75.5933569277
-509.871983011	149.888466688	135.544169791
-68.4490494989	-300.0	44.4558302093
447.48633693	225.829906624	-142.116989661
38.3892806001	-300.0	-37.8830103386
-398.022852545	260.939140653	158.753158124
-179.921144633	-300.0	21.2468418764
53.3680221641	300.0	158.753158124
285.82261822	-297.85355466	7.53088228188
361.992248982	278.312299706	-143.69139356
-62.9541258597	-300.0	-36.3086064401
-448.610319675	224.842035479	133.398180861
106.429870609	-300.0	46.601819139
531.982773536	102.399782369	-86.5179882411
-500.405672063	165.218035936	153.351763949
-267.199371045	-299.506563594	33.2215161385
125.428346238	300.0	146.778483862
461.345871489	-212.915294435	-56.3545897692
-302.398889878	295.388483762	-143.76350109
-547.455311328	-38.9915088552	128.827587589
-223.14610864	-300.0	51.1724124114
439.045957189	232.941250255	-153.049561277
168.079252164	-300.0	-26.9504387233
-136.982558941	300.0	-153.049561277
-416.422598663	-249.606727983	40.4354531072
51.9161079638	300.0	139.564546893
475.835649253	-197.479769917	-57.229038564
-292.304854365	297.002187361	-138.984266498
-549.999128322	0.723191495084	139.260505568
-293.736288228	-296.794772683	57.5052776345
478.122512825	194.833567802	-138.504852317
40.4054571238	-300.0	-41.4951476831
-434.334306904	236.687268982	145.671548896
-67.8404298202	-300.0	34.3284511039
333.744728297	288.074331523	178.090402041
352.746859109	-281.856493527	-38.147647021
-104.268779616	300.0	-141.852352979
-485.688198416	-185.610002768	65.4098244102
435.357668189	235.886699166	-169.089929214
334.400038668	-287.883020466	-43.589682838
-225.231572756	300.0	-136.410317162
-547.512769061	-38.5506452022	121.644225356
-123.267003793	-300.0	58.3557746442
531.562173051	103.550677	-98.7399902702
-543.578836631	-61.7370770455	74.9884625983
465.382433821	208.831049418	-163.218896787
314.024607644	-293.088467218	-41.4262561726
-209.336440583	300.0	-138.573743827
-540.422808846	-75.1970218943	109.540987733
92.9608730695	-300.0	70.4590122672
508.29645003	-152.587495889	-9.31444406412
446.021534886	227.1025272	-89.0879003954
-428.622089484	241.027278847	-163.995397898
-529.222747814	-109.702584761	121.0971046
-213.72707141	-300.0	58.9028954
515.431946824	139.806586417	-114.455657945
-383.120070737	-268.847627416	-12.8596594206
-486.601856585	184.443924976	88.7363391041
468.550445506	205.51326665	-175.214509246
431.337747772	-238.990839224	-79.1653575951
-545.450811823	-52.0463043183	59.1840326025
44.738337084	300.0	120.815967397
549.996801233	-1.3853700268	-120.286793146
38.7085935561	-300.0	-59.713206854
-547.031600807	42.0978398757	75.8466440275
372.315636062	273.932263844	152.276581761
544.984531309	-54.6271570569	-131.293480506
266.11129461	-299.567064588	-54.8635427733
-461.655131792	212.607867178	145.120871953
-104.332471299	-300.0	34.8791280466
309.72273415	293.995229597	168.086708759
423.397884932	-244.812527255	-58.705710528
-403.432531847	257.79538043	177.18588391
-377.410024926	-271.600231127	53.0774783473
357.006661544	280.266969843	168.716495626
456.369585896	-217.742035485	-75.644487095
-547.433164411	39.1600907596	90.6453474347
548.799439088	26.8122211098	-100.900545136
-494.332506818	-174.073622678	29.9649346431
-221.012684381	300.0	150.035065357
124.908045263	-300.0	29.9649346431
434.329124817	236.69130475	-134.143844729
-118.645981131	-300.0	-45.8561552708
-532.313080639	101.485587648	85.4010336541
487.330323227	183.505633911	-160.823977128
322.253826344	-291.168996596	-47.0489879093
-306.929375692	294.548885897	-154.829104108
-513.095652091	-144.155047955	97.3907796928
395.998729035	-262.077032798	24.3663246431
543.284495717	63.1205558603	-48.6581304066
275.258010814	298.934830506	-121.682585456
-493.350011468	-175.444498114	50.1027429732
75.3305504196	300.0	129.897257027
537.332409733	-86.2559349662	-96.4782026682
-472.752269158	-200.951304014	12.3691264527
-368.217265778	275.725729797	121.216455574
452.305785746	-221.52284093	-26.0242506186
197.668798525	300.0	-153.975749381
-95.2851822819	-300.0	-26.0242506186
-374.933358384	272.748338149	156.803614063
-129.495869915	-300.0	23.1963859367
127.619661067	300.0	156.803614063
373.363045432	-273.462171098	-25.3653687022
101.48783376	300.0	-154.634631298
-182.968814341	-300.0	-25.3653687022
-436.57411542	234.925731786	128.453329946
237.045221388	-300.0	51.546670054
544.801012974	-55.609016798	-30.1820310167
347.440792112	283.734545011	-111.910732087
-540.844960236	-73.5473256171	83.5284189412
545.85116693	49.7200867452	-102.608128405
-488.723944772	-181.688960019	28.0597679232
-231.960494816	300.0	151.940232077
87.8684461817	-300.0	28.0597679232
389.388192826	265.651899487	-152.687558277
97.2779067502	-300.0	-27.3124417232
-212.570202669	300.0	-152.687558277
-471.806865793	-201.994342216	68.0407666262
486.607203007	184.437066462	-143.914124616
133.532513059	-300.0	-36.0858753843
-300.63193083	295.69647881	-163.347109266
-454.684786906	-219.326555641	69.391656852
512.89366381	144.52308303	-126.990340822
-77.2153499809	-300.0	-53.0096591781
-545.345967366	52.638004907	73.2205178196
272.272384311	299.172092444	115.294740924
467.005335049	207.144115437	157.368964028
549.88392106	8.34469230834	-160.556812867
478.188770555	-194.755962662	-118.482589763
288.874806842	-297.470585761	-76.4083666588
-533.301679209	-98.6922416256	37.9953232135
-221.861566185	300.0	142.004676787
246.830944742	-300.0	37.9953232135
540.296731337	75.682281777	-67.2195888741
6.15484373995	300.0	-112.780411126
-541.741599186	69.9059318255	139.730258826
-228.374258588	-300.0	40.2697411738
278.748602824	298.619352748	150.728292962
519.7355324	-131.31162386	-98.8131552505
-379.30715224	-270.702161756	-30.1217383266
-549.185125054	22.0966274944	38.5696785973
-338.135089536	286.761583886	107.261095521
549.80333947	10.8608306531	-111.410533985
-242.990926442	-300.0	-68.5894660154
-458.857077706	-215.357194196	-23.1662509559
-549.990555357	-2.38048243168	22.2569641035
-462.248362899	212.015641986	67.680179163
-247.931541468	300.0	112.319820837
548.775699995	-27.0754703108	-101.963661324
-435.637549862	-235.666501823	-1.58041609886
-448.349541409	225.072120492	98.8028291261
541.276331593	71.8199043015	-126.505052664
38.8832324321	-300.0	-53.4949473359
-525.840034442	117.950309025	99.7984411365
542.523517	-66.5581850871	-74.161762096
-457.116154399	217.032022031	166.84023121
-339.418541973	-286.363971811	47.8422245158
302.99791765	295.281595642	152.508292211
522.24241054	-126.032019357	-102.825640095
-241.897540827	-300.0	-77.1743599054
-386.740829234	-267.024241634	-48.592445321
-497.825097665	-169.064251004	-20.0105307365
-548.506474654	-29.8979027604	8.57138384801
-526.432289948	116.555519277	37.1532984325
-436.982727373	234.600638669	65.735213017
-301.959502206	295.466089646	94.3171276015
429.688596151	240.233237528	159.274055538
543.710954999	-61.1054409498	-135.769016526
318.966780281	-291.965037663	-70.81208859
-549.820606712	10.3732246943	74.7751585301
388.965967826	265.8730144	160.414996016
525.668532783	-118.350581043	-113.945166498
116.624168005	-300.0	-66.054833502
-549.97365635	-3.97561267508	64.536216869
88.3625569742	300.0	115.463783131
537.351775233	86.191399053	-148.857100673
307.33286104	-294.470614909	-53.1779844761
-417.975630924	248.564252087	165.077623844
-271.99980368	-299.192260324	23.3332321647
